hex_icao,immatriculation,nom,horodatage_utc,latitude,longitude,altitude_pieds,au_sol,vitesse_sol_noeuds,cap_degres
3b776c,0019,A400M 0019,2026-07-23T06:18:17.140Z,47.794693,2.040985,9450,0,286.5,168.7
3b776c,0019,A400M 0019,2026-07-23T06:18:23.160Z,47.787048,2.043251,9650,0,287.3,169.0
3b776c,0019,A400M 0019,2026-07-23T06:18:28.780Z,47.779541,2.045429,9850,0,287.3,169.0
3b776c,0019,A400M 0019,2026-07-23T06:18:34.880Z,47.771906,2.047612,10050,0,288.5,168.8
3b776c,0019,A400M 0019,2026-07-23T06:18:40.450Z,47.764505,2.049795,10250,0,288.5,168.8
3b776c,0019,A400M 0019,2026-07-23T06:18:43.280Z,47.760544,2.050941,10350,0,288.5,168.8
3b776c,0019,A400M 0019,2026-07-23T06:18:50.150Z,47.75161,2.053598,10575,0,289.5,168.9
3b776c,0019,A400M 0019,2026-07-23T06:18:51.090Z,47.750539,2.05388,10600,0,290.5,168.9
3b776c,0019,A400M 0019,2026-07-23T06:18:55.190Z,47.745279,2.055429,10700,0,291.4,168.9
3b776c,0019,A400M 0019,2026-07-23T06:18:59.770Z,47.738854,2.057331,10850,0,293.6,168.8
3b776c,0019,A400M 0019,2026-07-23T06:19:02.190Z,47.735687,2.05822,10925,0,293.6,168.8
3b776c,0019,A400M 0019,2026-07-23T06:19:07.990Z,47.728008,2.060429,11125,0,293.6,168.8
3b776c,0019,A400M 0019,2026-07-23T06:19:12.190Z,47.722142,2.06219,11275,0,294.6,168.8
3b776c,0019,A400M 0019,2026-07-23T06:19:15.210Z,47.718232,2.063317,11375,0,294.6,168.8
3b776c,0019,A400M 0019,2026-07-23T06:19:20.960Z,47.710411,2.065571,11550,0,295.5,168.9
3b776c,0019,A400M 0019,2026-07-23T06:19:26.980Z,47.702682,2.067833,11750,0,296.5,168.9
3b776c,0019,A400M 0019,2026-07-23T06:19:33.150Z,47.69426,2.070305,11950,0,297.5,168.9
3b776c,0019,A400M 0019,2026-07-23T06:19:34.880Z,47.691696,2.07106,12000,0,298.5,169.0
3b776c,0019,A400M 0019,2026-07-23T06:19:42.150Z,47.681763,2.073944,12200,0,300.6,168.9
3b776c,0019,A400M 0019,2026-07-23T06:19:48.150Z,47.673867,2.076205,12350,0,302.8,168.8
3b776c,0019,A400M 0019,2026-07-23T06:19:56.660Z,47.661942,2.079712,12625,0,303.8,168.8
3b776c,0019,A400M 0019,2026-07-23T06:20:03.610Z,47.65242,2.082458,12825,0,304.8,168.8
3b776c,0019,A400M 0019,2026-07-23T06:20:15.060Z,47.6363,2.087191,13200,0,306.7,168.9
3b776c,0019,A400M 0019,2026-07-23T06:20:28.190Z,47.618656,2.092332,13550,0,310.8,168.9
3b776c,0019,A400M 0019,2026-07-23T06:20:32.480Z,47.611906,2.094234,13700,0,310.8,168.9
3b776c,0019,A400M 0019,2026-07-23T06:20:54.170Z,47.580903,2.103248,14300,0,318.0,168.9
3b776c,0019,A400M 0019,2026-07-23T06:21:06.240Z,47.563678,2.108248,14650,0,319.1,168.8
3b776c,0019,A400M 0019,2026-07-23T06:21:18.770Z,47.545057,2.113601,14975,0,320.1,168.8
3b776c,0019,A400M 0019,2026-07-23T06:21:19.830Z,47.543655,2.114044,15000,0,325.0,169.0
3b776c,0019,A400M 0019,2026-07-23T06:21:24.640Z,47.53656,2.115829,15100,0,325.7,170.3
3b776c,0019,A400M 0019,2026-07-23T06:21:26.490Z,47.533768,2.116447,15150,0,325.7,170.3
3b776c,0019,A400M 0019,2026-07-23T06:21:37.090Z,47.517824,2.117896,15400,0,327.1,178.9
3b776c,0019,A400M 0019,2026-07-23T06:21:42.120Z,47.510236,2.117826,15575,0,327.0,180.7
3b776c,0019,A400M 0019,2026-07-23T06:21:54.290Z,47.491848,2.117403,15950,0,328.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:22:03.790Z,47.477231,2.117122,16250,0,329.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:22:10.400Z,47.467781,2.11691,16500,0,327.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:22:20.100Z,47.454025,2.116585,16800,0,328.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:22:24.440Z,47.445948,2.116418,16950,0,328.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:22:32.180Z,47.43417,2.116136,17200,0,329.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:22:37.930Z,47.425461,2.115967,17400,0,329.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:22:48.850Z,47.409256,2.115623,17750,0,329.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:22:52.570Z,47.403168,2.115486,17850,0,330.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:23:03.250Z,47.386826,2.115074,18125,0,334.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:23:15.880Z,47.367554,2.114657,18450,0,336.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:23:27.140Z,47.351166,2.114319,18750,0,337.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:23:35.350Z,47.337479,2.114044,19075,0,336.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:23:42.380Z,47.327133,2.11377,19325,0,334.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:23:44.740Z,47.322601,2.113701,19425,0,335.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:23:51.560Z,47.311935,2.113426,19600,0,335.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:23:56.740Z,47.303741,2.113289,19700,0,338.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:24:06.350Z,47.288635,2.112946,19900,0,342.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:24:17.720Z,47.270911,2.112544,20225,0,343.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:24:23.310Z,47.261601,2.112333,20350,0,345.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:24:32.290Z,47.247711,2.112053,20550,0,347.1,181.0
3b776c,0019,A400M 0019,2026-07-23T06:24:34.500Z,47.243864,2.111981,20625,0,348.1,181.0
3b776c,0019,A400M 0019,2026-07-23T06:24:41.250Z,47.232925,2.11171,20800,0,349.1,181.0
3b776c,0019,A400M 0019,2026-07-23T06:24:51.740Z,47.215988,2.111366,21075,0,350.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:24:55.320Z,47.210266,2.111229,21175,0,351.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:25:09.310Z,47.187424,2.11068,21500,0,354.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:25:25.160Z,47.161285,2.11013,21875,0,358.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:25:28.510Z,47.155746,2.110062,21950,0,358.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:25:36.240Z,47.142753,2.109727,22175,0,359.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:25:50.320Z,47.119477,2.109234,22525,0,361.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:25:51.350Z,47.117708,2.109234,22550,0,361.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:25:52.680Z,47.115417,2.109169,22600,0,361.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:25:55.650Z,47.110565,2.109032,22675,0,361.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:25:56.560Z,47.109003,2.109023,22700,0,360.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:26:02.540Z,47.099273,2.108812,22900,0,360.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:26:08.580Z,47.089005,2.10862,23100,0,359.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:26:18.380Z,47.074356,2.108208,23325,0,361.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:26:19.200Z,47.071289,2.108208,23350,0,361.1,180.9
3b776c,0019,A400M 0019,2026-07-23T06:26:21.680Z,47.067245,2.108107,23400,0,361.1,180.9
3b776c,0019,A400M 0019,2026-07-23T06:26:35.170Z,47.044528,2.107614,23725,0,364.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:26:40.530Z,47.035538,2.107384,23825,0,365.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:26:43.440Z,47.030795,2.107333,23900,0,365.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:26:44.380Z,47.029026,2.107262,23925,0,365.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:26:44.950Z,47.028281,2.107262,23925,0,366.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:26:49.240Z,47.020879,2.107121,24025,0,366.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:27:02.740Z,46.997955,2.106628,24350,0,367.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:27:10.530Z,46.984708,2.106347,24550,0,367.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:27:13.920Z,46.979029,2.106206,24650,0,367.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:27:16.360Z,46.974976,2.106079,24700,0,367.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:27:19.570Z,46.969486,2.105995,24800,0,367.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:27:24.840Z,46.960419,2.105804,24925,0,367.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:27:32.660Z,46.94714,2.105502,25125,0,367.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:27:43.370Z,46.929078,2.105149,25375,0,367.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:27:45.760Z,46.924988,2.105049,25425,0,368.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:27:49.590Z,46.918625,2.104912,25500,0,368.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:27:52.420Z,46.913635,2.104774,25575,0,369.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:27:56.380Z,46.907012,2.104657,25650,0,369.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:28:04.820Z,46.892767,2.104304,25825,0,370.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:28:09.000Z,46.885437,2.104156,25925,0,370.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:28:09.930Z,46.883829,2.104164,25925,0,370.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:28:10.500Z,46.882965,2.104156,25950,0,370.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:28:16.830Z,46.872208,2.103882,26075,0,371.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:28:23.530Z,46.863067,2.103676,26200,0,372.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:28:24.130Z,46.859808,2.103607,26225,0,372.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:28:28.290Z,46.852314,2.103401,26325,0,372.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:28:35.490Z,46.84007,2.103195,26475,0,372.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:28:41.800Z,46.829086,2.102944,26650,0,372.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:28:48.610Z,46.817446,2.102715,26800,0,372.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:28:49.490Z,46.815857,2.102676,26825,0,372.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:28:54.270Z,46.807571,2.102475,26925,0,372.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:28:55.310Z,46.80574,2.102475,26925,0,373.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:28:57.220Z,46.80249,2.102408,26950,0,374.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:29:12.130Z,46.77634,2.101822,26975,0,383.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:29:15.700Z,46.770905,2.101671,26975,0,387.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:29:20.440Z,46.761769,2.101479,26975,0,389.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:29:37.900Z,46.730859,2.100792,26975,0,399.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:29:45.780Z,46.71531,2.100449,26975,0,404.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:29:46.600Z,46.713593,2.100465,26975,0,405.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:29:49.470Z,46.708099,2.100331,27000,0,406.0,180.9
3b776c,0019,A400M 0019,2026-07-23T06:29:52.820Z,46.70195,2.100174,27000,0,408.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:29:55.200Z,46.697248,2.100105,27000,0,409.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:03.900Z,46.680725,2.099728,27000,0,414.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:04.730Z,46.679123,2.099728,27000,0,414.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:06.830Z,46.675095,2.099661,27000,0,415.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:10.700Z,46.667641,2.099487,27000,0,417.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:14.880Z,46.659587,2.099281,27000,0,418.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:16.570Z,46.656748,2.099213,27000,0,419.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:26.130Z,46.637568,2.098801,26975,0,424.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:27.580Z,46.634949,2.098724,26975,0,424.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:28.040Z,46.63389,2.098732,26975,0,425.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:31.920Z,46.626251,2.09859,26975,0,426.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:35.880Z,46.618423,2.098389,26975,0,428.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:40.140Z,46.609916,2.098251,26975,0,430.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:49.400Z,46.591621,2.097839,26975,0,432.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:51.200Z,46.58785,2.097771,26975,0,432.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:53.220Z,46.58408,2.097702,26975,0,433.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:30:56.990Z,46.576309,2.097518,26975,0,433.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:31:14.300Z,46.541519,2.096781,26975,0,435.1,180.9
3b776c,0019,A400M 0019,2026-07-23T06:31:16.380Z,46.537354,2.096714,26975,0,435.1,180.9
3b776c,0019,A400M 0019,2026-07-23T06:31:18.950Z,46.5325,2.096603,26975,0,435.1,180.9
3b776c,0019,A400M 0019,2026-07-23T06:31:20.200Z,46.529567,2.096535,26975,0,435.1,180.9
3b776c,0019,A400M 0019,2026-07-23T06:31:20.830Z,46.528473,2.096513,26975,0,435.1,180.9
3b776c,0019,A400M 0019,2026-07-23T06:31:35.650Z,46.498581,2.095843,26975,0,436.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:31:36.560Z,46.496748,2.095848,26975,0,436.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:31:38.600Z,46.492767,2.095776,26975,0,436.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:31:40.970Z,46.487903,2.095642,26975,0,435.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:31:51.600Z,46.466442,2.095161,26975,0,435.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:31:56.430Z,46.456852,2.095024,27000,0,434.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:32:06.220Z,46.438371,2.094612,26975,0,434.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:32:10.530Z,46.428781,2.094406,26975,0,433.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:32:18.140Z,46.413279,2.094063,26975,0,433.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:32:25.630Z,46.398662,2.093788,26975,0,433.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:32:28.010Z,46.393845,2.093632,26975,0,433.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:32:35.210Z,46.379242,2.093364,26975,0,433.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:32:40.340Z,46.369008,2.093102,26975,0,432.0,180.8
3b776c,0019,A400M 0019,2026-07-23T06:32:44.280Z,46.361298,2.092962,26975,0,432.1,180.9
