horodatage_detection_utc,latitude,longitude,puissance_frp_megawatts,satellite,jour_nuit
2026-07-24T01:34:00.000Z,44.38197,-1.11349,30.25,N21,N
2026-07-24T01:34:00.000Z,44.38205,-1.16192,40.39,N21,N
2026-07-24T01:34:00.000Z,44.38245,-1.11878,30.25,N21,N
2026-07-24T01:34:00.000Z,44.38292,-1.12406,24.58,N21,N
2026-07-24T01:34:00.000Z,44.38338,-1.12936,24.58,N21,N
2026-07-24T01:34:00.000Z,44.38386,-1.13467,20.52,N21,N
2026-07-24T01:34:00.000Z,44.38433,-1.13997,20.52,N21,N
2026-07-24T01:34:00.000Z,44.3848,-1.14527,46.39,N21,N
2026-07-24T01:34:00.000Z,44.38527,-1.15058,46.39,N21,N
2026-07-24T01:34:00.000Z,44.38565,-1.10749,6.04,N21,N
2026-07-24T01:34:00.000Z,44.38575,-1.15589,40.39,N21,N
2026-07-24T01:34:00.000Z,44.38613,-1.11279,20.91,N21,N
2026-07-24T01:34:00.000Z,44.3866,-1.11808,20.91,N21,N
2026-07-24T01:34:00.000Z,44.38707,-1.12336,26.2,N21,N
2026-07-24T01:34:00.000Z,44.38755,-1.12865,26.2,N21,N
2026-07-24T01:34:00.000Z,44.38802,-1.13395,20.98,N21,N
2026-07-24T01:34:00.000Z,44.38849,-1.13925,20.98,N21,N
2026-07-24T01:34:00.000Z,44.38896,-1.14455,34.33,N21,N
2026-07-24T01:34:00.000Z,44.38943,-1.14988,34.33,N21,N
2026-07-24T01:34:00.000Z,44.38981,-1.10678,6.04,N21,N
2026-07-24T01:34:00.000Z,44.39029,-1.11209,20.91,N21,N
2026-07-24T01:34:00.000Z,44.39076,-1.11737,20.91,N21,N
2026-07-24T01:34:00.000Z,44.39123,-1.12265,26.2,N21,N
2026-07-24T01:34:00.000Z,44.3917,-1.12795,26.2,N21,N
2026-07-24T01:34:00.000Z,44.39218,-1.13324,20.98,N21,N
2026-07-24T01:34:00.000Z,44.39265,-1.13854,20.98,N21,N
2026-07-24T01:34:00.000Z,44.39312,-1.14385,34.33,N21,N
2026-07-24T01:34:00.000Z,44.39349,-1.10078,6.13,N21,N
2026-07-24T01:34:00.000Z,44.3936,-1.14917,34.33,N21,N
2026-07-24T01:34:00.000Z,44.39397,-1.10608,6.13,N21,N
2026-07-24T01:34:00.000Z,44.39407,-1.1545,4.7,N21,N
2026-07-24T01:34:00.000Z,44.39444,-1.11137,8.79,N21,N
2026-07-24T01:34:00.000Z,44.39491,-1.11666,8.79,N21,N
2026-07-24T01:34:00.000Z,44.39539,-1.12195,13.21,N21,N
2026-07-24T01:34:00.000Z,44.39586,-1.12723,13.21,N21,N
2026-07-24T01:34:00.000Z,44.39634,-1.13253,18.77,N21,N
2026-07-24T01:34:00.000Z,44.39681,-1.13784,18.77,N21,N
2026-07-24T01:34:00.000Z,44.39728,-1.14314,29.92,N21,N
2026-07-24T01:34:00.000Z,44.39764,-1.10009,6.13,N21,N
2026-07-24T01:34:00.000Z,44.39776,-1.14846,29.92,N21,N
2026-07-24T01:34:00.000Z,44.39811,-1.10538,6.13,N21,N
2026-07-24T01:34:00.000Z,44.39824,-1.1538,6.57,N21,N
2026-07-24T01:34:00.000Z,44.39859,-1.11067,8.79,N21,N
2026-07-24T01:34:00.000Z,44.39907,-1.11595,8.79,N21,N
2026-07-24T01:34:00.000Z,44.39954,-1.12124,13.21,N21,N
2026-07-24T01:34:00.000Z,44.40002,-1.12653,13.21,N21,N
2026-07-24T01:34:00.000Z,44.40049,-1.13183,18.77,N21,N
2026-07-24T01:34:00.000Z,44.40097,-1.13713,18.77,N21,N
2026-07-24T01:34:00.000Z,44.40144,-1.14245,29.92,N21,N
2026-07-24T01:34:00.000Z,44.40192,-1.14777,29.92,N21,N
2026-07-24T01:34:00.000Z,44.40227,-1.10469,8.45,N21,N
2026-07-24T01:34:00.000Z,44.40274,-1.10997,13.26,N21,N
2026-07-24T01:34:00.000Z,44.40322,-1.11525,13.26,N21,N
2026-07-24T01:34:00.000Z,44.4037,-1.12053,10.2,N21,N
2026-07-24T01:34:00.000Z,44.40417,-1.12583,10.2,N21,N
2026-07-24T01:34:00.000Z,44.40466,-1.13114,21.05,N21,N
2026-07-24T01:34:00.000Z,44.40513,-1.13644,21.05,N21,N
2026-07-24T01:34:00.000Z,44.40561,-1.14176,20.2,N21,N
2026-07-24T01:34:00.000Z,44.40609,-1.14708,20.2,N21,N
2026-07-24T01:34:00.000Z,44.40643,-1.10401,8.45,N21,N
2026-07-24T01:34:00.000Z,44.40691,-1.10928,13.26,N21,N
2026-07-24T01:34:00.000Z,44.40738,-1.11456,13.26,N21,N
2026-07-24T01:34:00.000Z,44.40786,-1.11985,10.2,N21,N
2026-07-24T01:34:00.000Z,44.40792,-1.10246,39.7,N21,N
2026-07-24T01:34:00.000Z,44.40834,-1.12515,10.2,N21,N
2026-07-24T01:34:00.000Z,44.40836,-1.10774,39.7,N21,N
2026-07-24T01:34:00.000Z,44.40881,-1.13045,21.05,N21,N
2026-07-24T01:34:00.000Z,44.40881,-1.11302,41.76,N21,N
2026-07-24T01:34:00.000Z,44.40926,-1.11832,41.76,N21,N
2026-07-24T01:34:00.000Z,44.40929,-1.13576,21.05,N21,N
2026-07-24T01:34:00.000Z,44.40971,-1.12363,12.81,N21,N
2026-07-24T01:34:00.000Z,44.40977,-1.14108,20.2,N21,N
2026-07-24T01:34:00.000Z,44.41016,-1.12894,12.81,N21,N
2026-07-24T01:34:00.000Z,44.41025,-1.1464,20.2,N21,N
2026-07-24T01:34:00.000Z,44.41058,-1.10331,32.95,N21,N
2026-07-24T01:34:00.000Z,44.41061,-1.13426,23.33,N21,N
2026-07-24T01:34:00.000Z,44.41106,-1.13958,23.33,N21,N
2026-07-24T01:34:00.000Z,44.41106,-1.10858,58.85,N21,N
2026-07-24T01:34:00.000Z,44.41151,-1.14491,21.11,N21,N
2026-07-24T01:34:00.000Z,44.41154,-1.11386,58.85,N21,N
2026-07-24T01:34:00.000Z,44.41202,-1.11915,9.06,N21,N
2026-07-24T01:34:00.000Z,44.41207,-1.10176,39.7,N21,N
2026-07-24T01:34:00.000Z,44.4125,-1.12446,9.06,N21,N
2026-07-24T01:34:00.000Z,44.41252,-1.10703,39.7,N21,N
2026-07-24T01:34:00.000Z,44.41297,-1.11231,41.76,N21,N
2026-07-24T01:34:00.000Z,44.41298,-1.12976,15.68,N21,N
2026-07-24T01:34:00.000Z,44.41342,-1.11762,41.76,N21,N
2026-07-24T01:34:00.000Z,44.41346,-1.13508,15.68,N21,N
2026-07-24T01:34:00.000Z,44.41388,-1.12293,12.81,N21,N
2026-07-24T01:34:00.000Z,44.41394,-1.14039,15.37,N21,N
2026-07-24T01:34:00.000Z,44.41432,-1.12825,12.81,N21,N
2026-07-24T01:34:00.000Z,44.41442,-1.14571,15.37,N21,N
2026-07-24T01:34:00.000Z,44.41474,-1.10262,32.95,N21,N
2026-07-24T01:34:00.000Z,44.41478,-1.13357,23.33,N21,N
2026-07-24T01:34:00.000Z,44.41522,-1.10788,58.85,N21,N
2026-07-24T01:34:00.000Z,44.41523,-1.1389,23.33,N21,N
2026-07-24T01:34:00.000Z,44.41568,-1.14422,21.11,N21,N
2026-07-24T01:34:00.000Z,44.4157,-1.11317,58.85,N21,N
2026-07-24T01:34:00.000Z,44.41618,-1.11846,9.06,N21,N
2026-07-24T01:34:00.000Z,44.41623,-1.10105,3.08,N21,N
2026-07-24T01:34:00.000Z,44.41666,-1.12377,9.06,N21,N
2026-07-24T01:34:00.000Z,44.41668,-1.10632,3.08,N21,N
2026-07-24T01:34:00.000Z,44.41713,-1.11162,11.57,N21,N
2026-07-24T01:34:00.000Z,44.41714,-1.12908,15.68,N21,N
2026-07-24T01:34:00.000Z,44.41758,-1.11692,11.57,N21,N
2026-07-24T01:34:00.000Z,44.41762,-1.1344,15.68,N21,N
2026-07-24T01:34:00.000Z,44.41803,-1.12224,8.04,N21,N
2026-07-24T01:34:00.000Z,44.4181,-1.13971,15.37,N21,N
2026-07-24T01:34:00.000Z,44.41849,-1.12755,8.04,N21,N
2026-07-24T01:34:00.000Z,44.41858,-1.14503,15.37,N21,N
2026-07-24T01:34:00.000Z,44.41894,-1.13288,13.84,N21,N
2026-07-24T01:34:00.000Z,44.4194,-1.13821,13.84,N21,N
2026-07-24T01:34:00.000Z,44.41985,-1.14353,3.09,N21,N
2026-07-24T01:34:00.000Z,44.42129,-1.11091,11.57,N21,N
2026-07-24T01:34:00.000Z,44.42174,-1.11622,11.57,N21,N
2026-07-24T01:34:00.000Z,44.4222,-1.12155,8.04,N21,N
2026-07-24T01:34:00.000Z,44.42265,-1.12686,8.04,N21,N
2026-07-24T01:34:00.000Z,44.4231,-1.13219,13.84,N21,N
2026-07-24T01:34:00.000Z,44.42356,-1.13751,13.84,N21,N
2026-07-24T01:34:00.000Z,44.42545,-1.11024,20.01,N21,N
2026-07-24T01:34:00.000Z,44.4259,-1.11555,20.01,N21,N
2026-07-24T01:34:00.000Z,44.42635,-1.12087,19.3,N21,N
2026-07-24T01:34:00.000Z,44.42681,-1.12618,19.3,N21,N
2026-07-24T01:34:00.000Z,44.42727,-1.1315,42.64,N21,N
2026-07-24T01:34:00.000Z,44.42772,-1.13681,42.64,N21,N
2026-07-24T01:34:00.000Z,44.42818,-1.14213,1.81,N21,N
2026-07-24T01:34:00.000Z,44.43006,-1.11486,20.01,N21,N
2026-07-24T01:34:00.000Z,44.43052,-1.12018,19.3,N21,N
2026-07-24T01:34:00.000Z,44.43097,-1.12549,19.3,N21,N
2026-07-24T01:34:00.000Z,44.43143,-1.1308,42.64,N21,N
2026-07-24T01:34:00.000Z,44.43188,-1.13611,42.64,N21,N
2026-07-24T01:34:00.000Z,44.43234,-1.14143,1.81,N21,N
2026-07-24T01:34:00.000Z,44.43422,-1.11415,4.89,N21,N
2026-07-24T01:34:00.000Z,44.43468,-1.11947,10.78,N21,N
2026-07-24T01:34:00.000Z,44.43513,-1.12479,10.78,N21,N
2026-07-24T01:34:00.000Z,44.43559,-1.13011,20.33,N21,N
2026-07-24T01:34:00.000Z,44.43884,-1.11877,10.78,N21,N
2026-07-24T01:34:00.000Z,44.4393,-1.12409,10.78,N21,N
2026-07-24T01:34:00.000Z,44.443,-1.11807,6.51,N21,N
2026-07-24T01:34:00.000Z,44.44346,-1.1234,6.51,N21,N
2026-07-24T01:34:00.000Z,44.78403,-1.20761,3.22,N21,N
2026-07-24T01:34:00.000Z,44.78449,-1.21305,6.34,N21,N
2026-07-24T01:34:00.000Z,44.78496,-1.2185,6.34,N21,N
2026-07-24T01:34:00.000Z,44.78542,-1.22398,13.11,N21,N
2026-07-24T01:34:00.000Z,44.78589,-1.22946,13.11,N21,N
2026-07-24T01:34:00.000Z,44.78593,-1.13064,13.43,N21,N
2026-07-24T01:34:00.000Z,44.78636,-1.23494,2.41,N21,N
2026-07-24T01:34:00.000Z,44.78639,-1.13604,23.93,N21,N
2026-07-24T01:34:00.000Z,44.78686,-1.14145,23.93,N21,N
2026-07-24T01:34:00.000Z,44.7873,-1.1961,17.04,N21,N
2026-07-24T01:34:00.000Z,44.78776,-1.20151,45.99,N21,N
2026-07-24T01:34:00.000Z,44.78779,-1.15226,4.28,N21,N
2026-07-24T01:34:00.000Z,44.78823,-1.20691,45.99,N21,N
2026-07-24T01:34:00.000Z,44.78868,-1.21232,1488.83,N21,N
2026-07-24T01:34:00.000Z,44.78917,-1.11916,12.1,N21,N
2026-07-24T01:34:00.000Z,44.78962,-1.22328,193.7,N21,N
2026-07-24T01:34:00.000Z,44.78964,-1.12454,66.13,N21,N
2026-07-24T01:34:00.000Z,44.79009,-1.22876,193.7,N21,N
2026-07-24T01:34:00.000Z,44.79011,-1.12993,66.13,N21,N
2026-07-24T01:34:00.000Z,44.79056,-1.23426,2.57,N21,N
2026-07-24T01:34:00.000Z,44.79057,-1.18457,17.88,N21,N
2026-07-24T01:34:00.000Z,44.79057,-1.13533,19.38,N21,N
2026-07-24T01:34:00.000Z,44.79103,-1.18999,17.04,N21,N
2026-07-24T01:34:00.000Z,44.79104,-1.14074,19.38,N21,N
2026-07-24T01:34:00.000Z,44.7915,-1.19543,17.04,N21,N
2026-07-24T01:34:00.000Z,44.79151,-1.14615,2.29,N21,N
2026-07-24T01:34:00.000Z,44.79196,-1.20082,45.99,N21,N
2026-07-24T01:34:00.000Z,44.79242,-1.20621,45.99,N21,N
2026-07-24T01:34:00.000Z,44.79288,-1.11306,12.1,N21,N
2026-07-24T01:34:00.000Z,44.79335,-1.11844,12.1,N21,N
2026-07-24T01:34:00.000Z,44.79382,-1.22258,193.7,N21,N
2026-07-24T01:34:00.000Z,44.79382,-1.12382,66.13,N21,N
2026-07-24T01:34:00.000Z,44.79383,-1.17307,5.76,N21,N
2026-07-24T01:34:00.000Z,44.79428,-1.12922,66.13,N21,N
2026-07-24T01:34:00.000Z,44.79429,-1.22808,193.7,N21,N
2026-07-24T01:34:00.000Z,44.79429,-1.17847,12.93,N21,N
2026-07-24T01:34:00.000Z,44.79475,-1.13463,19.38,N21,N
2026-07-24T01:34:00.000Z,44.79476,-1.23357,2.57,N21,N
2026-07-24T01:34:00.000Z,44.79476,-1.18387,12.93,N21,N
2026-07-24T01:34:00.000Z,44.79522,-1.14003,19.38,N21,N
2026-07-24T01:34:00.000Z,44.79523,-1.18931,121.16,N21,N
2026-07-24T01:34:00.000Z,44.79569,-1.19475,121.16,N21,N
2026-07-24T01:34:00.000Z,44.79616,-1.15084,2.29,N21,N
2026-07-24T01:34:00.000Z,44.79708,-1.21093,12.19,N21,N
2026-07-24T01:34:00.000Z,44.79753,-1.11773,36.48,N21,N
2026-07-24T01:34:00.000Z,44.79755,-1.21638,12.19,N21,N
2026-07-24T01:34:00.000Z,44.79755,-1.16698,5.76,N21,N
2026-07-24T01:34:00.000Z,44.798,-1.12312,15.14,N21,N
2026-07-24T01:34:00.000Z,44.79802,-1.22186,1.85,N21,N
2026-07-24T01:34:00.000Z,44.79802,-1.17234,5.76,N21,N
2026-07-24T01:34:00.000Z,44.79846,-1.12852,15.14,N21,N
2026-07-24T01:34:00.000Z,44.79848,-1.17775,12.93,N21,N
2026-07-24T01:34:00.000Z,44.79849,-1.22736,1.85,N21,N
2026-07-24T01:34:00.000Z,44.79893,-1.13393,14.24,N21,N
2026-07-24T01:34:00.000Z,44.79895,-1.18315,12.93,N21,N
2026-07-24T01:34:00.000Z,44.7994,-1.13933,14.24,N21,N
2026-07-24T01:34:00.000Z,44.79942,-1.18856,121.16,N21,N
2026-07-24T01:34:00.000Z,44.79987,-1.14473,7.03,N21,N
2026-07-24T01:34:00.000Z,44.79988,-1.19402,121.16,N21,N
2026-07-24T01:34:00.000Z,44.80034,-1.15012,7.03,N21,N
2026-07-24T01:34:00.000Z,44.80035,-1.19943,209.46,N21,N
2026-07-24T01:34:00.000Z,44.80077,-1.10627,5.06,N21,N
2026-07-24T01:34:00.000Z,44.80081,-1.20479,209.46,N21,N
2026-07-24T01:34:00.000Z,44.80081,-1.15552,3.54,N21,N
2026-07-24T01:34:00.000Z,44.80123,-1.11164,36.48,N21,N
2026-07-24T01:34:00.000Z,44.80127,-1.16091,3.54,N21,N
2026-07-24T01:34:00.000Z,44.80128,-1.21022,12.19,N21,N
2026-07-24T01:34:00.000Z,44.8017,-1.11703,36.48,N21,N
2026-07-24T01:34:00.000Z,44.80174,-1.16626,5.69,N21,N
2026-07-24T01:34:00.000Z,44.80175,-1.21568,12.19,N21,N
2026-07-24T01:34:00.000Z,44.80217,-1.12242,15.14,N21,N
2026-07-24T01:34:00.000Z,44.8022,-1.17163,5.69,N21,N
2026-07-24T01:34:00.000Z,44.80222,-1.22117,1.85,N21,N
2026-07-24T01:34:00.000Z,44.80264,-1.12782,15.14,N21,N
2026-07-24T01:34:00.000Z,44.80267,-1.17703,53.3,N21,N
2026-07-24T01:34:00.000Z,44.80312,-1.13322,14.24,N21,N
2026-07-24T01:34:00.000Z,44.80313,-1.18242,53.3,N21,N
2026-07-24T01:34:00.000Z,44.80359,-1.13862,14.24,N21,N
2026-07-24T01:34:00.000Z,44.8036,-1.18783,28.95,N21,N
2026-07-24T01:34:00.000Z,44.80405,-1.14401,7.03,N21,N
2026-07-24T01:34:00.000Z,44.80407,-1.19327,28.95,N21,N
2026-07-24T01:34:00.000Z,44.80447,-1.10019,54.64,N21,N
2026-07-24T01:34:00.000Z,44.80452,-1.14941,7.03,N21,N
2026-07-24T01:34:00.000Z,44.80454,-1.19869,1.15,N21,N
2026-07-24T01:34:00.000Z,44.80494,-1.10556,54.64,N21,N
2026-07-24T01:34:00.000Z,44.80499,-1.15481,3.54,N21,N
2026-07-24T01:34:00.000Z,44.80501,-1.20409,1.15,N21,N
2026-07-24T01:34:00.000Z,44.80541,-1.11093,5.03,N21,N
2026-07-24T01:34:00.000Z,44.80548,-1.20952,1.4,N21,N
2026-07-24T01:34:00.000Z,44.80588,-1.11632,5.03,N21,N
2026-07-24T01:34:00.000Z,44.80592,-1.16555,5.69,N21,N
2026-07-24T01:34:00.000Z,44.80595,-1.21498,1.4,N21,N
2026-07-24T01:34:00.000Z,44.80635,-1.12171,12.37,N21,N
2026-07-24T01:34:00.000Z,44.80639,-1.17092,5.69,N21,N
2026-07-24T01:34:00.000Z,44.80682,-1.1271,12.37,N21,N
2026-07-24T01:34:00.000Z,44.80686,-1.17631,53.3,N21,N
2026-07-24T01:34:00.000Z,44.80729,-1.1325,11.99,N21,N
2026-07-24T01:34:00.000Z,44.80733,-1.18172,53.3,N21,N
2026-07-24T01:34:00.000Z,44.80777,-1.13791,11.99,N21,N
2026-07-24T01:34:00.000Z,44.80817,-1.0941,21.45,N21,N
2026-07-24T01:34:00.000Z,44.80824,-1.14331,4.1,N21,N
2026-07-24T01:34:00.000Z,44.80864,-1.09947,54.64,N21,N
2026-07-24T01:34:00.000Z,44.80871,-1.14871,4.1,N21,N
2026-07-24T01:34:00.000Z,44.80873,-1.19797,1.15,N21,N
2026-07-24T01:34:00.000Z,44.80911,-1.10484,54.64,N21,N
2026-07-24T01:34:00.000Z,44.80918,-1.15411,2.84,N21,N
2026-07-24T01:34:00.000Z,44.80958,-1.11022,5.03,N21,N
2026-07-24T01:34:00.000Z,44.81006,-1.11561,5.03,N21,N
2026-07-24T01:34:00.000Z,44.81011,-1.16485,5.75,N21,N
2026-07-24T01:34:00.000Z,44.81053,-1.12101,12.37,N21,N
2026-07-24T01:34:00.000Z,44.81058,-1.17021,5.75,N21,N
2026-07-24T01:34:00.000Z,44.811,-1.12639,12.37,N21,N
2026-07-24T01:34:00.000Z,44.81105,-1.17561,23.45,N21,N
2026-07-24T01:34:00.000Z,44.81147,-1.13179,11.99,N21,N
2026-07-24T01:34:00.000Z,44.81195,-1.13719,11.99,N21,N
2026-07-24T01:34:00.000Z,44.81199,-1.18644,1.48,N21,N
2026-07-24T01:34:00.000Z,44.81234,-1.09338,16.17,N21,N
2026-07-24T01:34:00.000Z,44.81242,-1.14261,4.1,N21,N
2026-07-24T01:34:00.000Z,44.81281,-1.09875,2.8,N21,N
2026-07-24T01:34:00.000Z,44.81289,-1.14801,4.1,N21,N
2026-07-24T01:34:00.000Z,44.81336,-1.15342,2.84,N21,N
2026-07-24T01:34:00.000Z,44.8143,-1.16416,5.75,N21,N
2026-07-24T01:34:00.000Z,44.81471,-1.1203,4.33,N21,N
2026-07-24T01:34:00.000Z,44.81477,-1.16953,5.75,N21,N
2026-07-24T01:34:00.000Z,44.81518,-1.12569,4.33,N21,N
2026-07-24T01:34:00.000Z,44.81565,-1.13108,5.5,N21,N
2026-07-24T01:34:00.000Z,44.81604,-1.0873,16.17,N21,N
2026-07-24T01:34:00.000Z,44.81613,-1.13649,5.5,N21,N
2026-07-24T01:34:00.000Z,44.81651,-1.09266,16.17,N21,N
2026-07-24T01:34:00.000Z,44.81699,-1.09804,2.8,N21,N
2026-07-24T01:34:00.000Z,44.81802,-1.15809,5.06,N21,N
2026-07-24T01:34:00.000Z,44.81849,-1.16348,3.08,N21,N
2026-07-24T01:34:00.000Z,44.81889,-1.11959,4.33,N21,N
2026-07-24T01:34:00.000Z,44.81936,-1.12499,4.33,N21,N
2026-07-24T01:34:00.000Z,44.81974,-1.08123,22.03,N21,N
2026-07-24T01:34:00.000Z,44.81984,-1.13037,5.5,N21,N
2026-07-24T01:34:00.000Z,44.82021,-1.08658,3.62,N21,N
2026-07-24T01:34:00.000Z,44.82031,-1.13578,5.5,N21,N
2026-07-24T01:34:00.000Z,44.82069,-1.09195,3.62,N21,N
2026-07-24T01:34:00.000Z,44.82211,-1.10808,2.85,N21,N
2026-07-24T01:34:00.000Z,44.8222,-1.15739,5.06,N21,N
2026-07-24T01:34:00.000Z,44.82268,-1.16279,3.08,N21,N
2026-07-24T01:34:00.000Z,44.82343,-1.07518,22.03,N21,N
2026-07-24T01:34:00.000Z,44.82391,-1.08053,22.03,N21,N
2026-07-24T01:34:00.000Z,44.82438,-1.08588,3.62,N21,N
2026-07-24T01:34:00.000Z,44.82486,-1.09126,3.62,N21,N
2026-07-24T01:34:00.000Z,44.82592,-1.15128,3.31,N21,N
2026-07-24T01:34:00.000Z,44.82639,-1.15667,3.31,N21,N
2026-07-24T01:34:00.000Z,44.82676,-1.11278,2.85,N21,N
2026-07-24T01:34:00.000Z,44.82713,-1.06911,53.85,N21,N
2026-07-24T01:34:00.000Z,44.8276,-1.07448,20.91,N21,N
2026-07-24T01:34:00.000Z,44.82808,-1.07983,20.91,N21,N
2026-07-24T01:34:00.000Z,44.82855,-1.08519,2.4,N21,N
2026-07-24T01:34:00.000Z,44.82903,-1.09056,2.4,N21,N
2026-07-24T01:34:00.000Z,44.82962,-1.14517,6.28,N21,N
2026-07-24T01:34:00.000Z,44.8301,-1.15057,3.31,N21,N
2026-07-24T01:34:00.000Z,44.83177,-1.07377,20.91,N21,N
2026-07-24T01:34:00.000Z,44.83225,-1.07914,20.91,N21,N
2026-07-24T01:34:00.000Z,44.83273,-1.08449,2.4,N21,N
2026-07-24T01:34:00.000Z,44.83286,-1.07061,27.38,N21,N
2026-07-24T01:34:00.000Z,44.83321,-1.08986,2.4,N21,N
2026-07-24T01:34:00.000Z,44.83331,-1.07599,5.22,N21,N
2026-07-24T01:34:00.000Z,44.83376,-1.08136,5.22,N21,N
2026-07-24T01:34:00.000Z,44.83421,-1.08673,2.43,N21,N
2026-07-24T01:34:00.000Z,44.83466,-1.09211,2.43,N21,N
2026-07-24T01:34:00.000Z,44.83594,-1.07307,7.19,N21,N
2026-07-24T01:34:00.000Z,44.83642,-1.07843,7.19,N21,N
2026-07-24T01:34:00.000Z,44.8369,-1.0838,2.6,N21,N
2026-07-24T01:34:00.000Z,44.83702,-1.06991,27.38,N21,N
2026-07-24T01:34:00.000Z,44.83738,-1.08916,2.6,N21,N
2026-07-24T01:34:00.000Z,44.83748,-1.07528,5.22,N21,N
2026-07-24T01:34:00.000Z,44.83793,-1.08065,5.22,N21,N
2026-07-24T01:34:00.000Z,44.83838,-1.08602,2.43,N21,N
2026-07-24T01:34:00.000Z,44.83883,-1.0914,2.43,N21,N
2026-07-24T01:34:00.000Z,44.83963,-1.06701,39.79,N21,N
2026-07-24T01:34:00.000Z,44.84011,-1.07238,7.19,N21,N
2026-07-24T01:34:00.000Z,44.84059,-1.07774,7.19,N21,N
2026-07-24T01:34:00.000Z,44.84074,-1.06382,32.87,N21,N
2026-07-24T01:34:00.000Z,44.84107,-1.0831,2.6,N21,N
2026-07-24T01:34:00.000Z,44.84119,-1.0692,32.87,N21,N
2026-07-24T01:34:00.000Z,44.84165,-1.07458,3.93,N21,N
2026-07-24T01:34:00.000Z,44.8421,-1.07995,3.93,N21,N
2026-07-24T01:34:00.000Z,44.844,-1.05238,20.1,N21,N
2026-07-24T01:34:00.000Z,44.84446,-1.05775,20.1,N21,N
2026-07-24T01:34:00.000Z,44.84481,-1.11226,4.36,N21,N
2026-07-24T01:34:00.000Z,44.84491,-1.06312,32.87,N21,N
2026-07-24T01:34:00.000Z,44.84536,-1.06849,32.87,N21,N
2026-07-24T01:34:00.000Z,44.84817,-1.05166,16.11,N21,N
2026-07-24T01:34:00.000Z,44.84863,-1.05703,16.11,N21,N
2026-07-24T01:34:00.000Z,44.84908,-1.0624,3.58,N21,N
2026-07-24T01:34:00.000Z,44.84953,-1.06778,3.58,N21,N
2026-07-24T01:34:00.000Z,44.85188,-1.04558,22.8,N21,N
2026-07-24T01:34:00.000Z,44.85233,-1.05094,16.11,N21,N
2026-07-24T01:34:00.000Z,44.85279,-1.05631,16.11,N21,N
2026-07-24T01:34:00.000Z,44.85499,-1.13246,79.98,N21,N
2026-07-24T01:34:00.000Z,44.85545,-1.13786,127.29,N21,N
2026-07-24T01:34:00.000Z,44.8559,-1.14329,127.29,N21,N
2026-07-24T01:34:00.000Z,44.85598,-1.09396,9.08,N21,N
2026-07-24T01:34:00.000Z,44.85604,-1.04489,5.43,N21,N
2026-07-24T01:34:00.000Z,44.85636,-1.14871,22.53,N21,N
2026-07-24T01:34:00.000Z,44.8565,-1.05025,5.97,N21,N
2026-07-24T01:34:00.000Z,44.85826,-1.12094,38.95,N21,N
2026-07-24T01:34:00.000Z,44.85872,-1.12634,79.98,N21,N
2026-07-24T01:34:00.000Z,44.85918,-1.13175,79.98,N21,N
2026-07-24T01:34:00.000Z,44.85963,-1.13716,127.29,N21,N
2026-07-24T01:34:00.000Z,44.8597,-1.08786,9.24,N21,N
2026-07-24T01:34:00.000Z,44.85975,-1.03884,5.43,N21,N
2026-07-24T01:34:00.000Z,44.86009,-1.14259,127.29,N21,N
2026-07-24T01:34:00.000Z,44.86016,-1.09324,4.73,N21,N
2026-07-24T01:34:00.000Z,44.86021,-1.04419,5.43,N21,N
2026-07-24T01:34:00.000Z,44.86055,-1.14801,22.53,N21,N
2026-07-24T01:34:00.000Z,44.86067,-1.04955,5.97,N21,N
2026-07-24T01:34:00.000Z,44.861,-1.15341,22.53,N21,N
2026-07-24T01:34:00.000Z,44.86199,-1.11483,144.41,N21,N
2026-07-24T01:34:00.000Z,44.86245,-1.12023,144.41,N21,N
2026-07-24T01:34:00.000Z,44.8629,-1.12563,1238.64,N21,N
2026-07-24T01:34:00.000Z,44.863,-1.02743,5.79,N21,N
2026-07-24T01:34:00.000Z,44.86346,-1.03278,5.79,N21,N
2026-07-24T01:34:00.000Z,44.86392,-1.03813,4.61,N21,N
2026-07-24T01:34:00.000Z,44.86428,-1.14188,295.98,N21,N
2026-07-24T01:34:00.000Z,44.86434,-1.09255,4.73,N21,N
2026-07-24T01:34:00.000Z,44.86438,-1.04348,4.61,N21,N
2026-07-24T01:34:00.000Z,44.86473,-1.14729,2.59,N21,N
2026-07-24T01:34:00.000Z,44.86483,-1.04884,4.26,N21,N
2026-07-24T01:34:00.000Z,44.86519,-1.15269,2.59,N21,N
2026-07-24T01:34:00.000Z,44.86525,-1.10331,21.38,N21,N
2026-07-24T01:34:00.000Z,44.86571,-1.10872,21.38,N21,N
2026-07-24T01:34:00.000Z,44.86663,-1.11953,144.41,N21,N
2026-07-24T01:34:00.000Z,44.86716,-1.02673,5.79,N21,N
2026-07-24T01:34:00.000Z,44.86759,-1.08108,3.25,N21,N
2026-07-24T01:34:00.000Z,44.86762,-1.03208,5.79,N21,N
2026-07-24T01:34:00.000Z,44.868,-1.13578,295.98,N21,N
2026-07-24T01:34:00.000Z,44.86808,-1.03742,4.61,N21,N
2026-07-24T01:34:00.000Z,44.86846,-1.14118,295.98,N21,N
2026-07-24T01:34:00.000Z,44.86854,-1.04277,4.61,N21,N
2026-07-24T01:34:00.000Z,44.86892,-1.14657,2.59,N21,N
2026-07-24T01:34:00.000Z,44.86897,-1.09723,13.19,N21,N
