horodatage_detection_utc,latitude,longitude,puissance_frp_megawatts,satellite,jour_nuit
2026-07-19T13:27:00.000Z,44.67924,-0.444,10.96,N,D
2026-07-20T01:07:00.000Z,44.79877,-1.10839,2.82,N21,N
2026-07-20T01:43:00.000Z,44.80055,-1.10841,13.7,N,N
2026-07-20T01:43:00.000Z,44.80473,-1.10765,0.59,N,N
2026-07-20T02:04:00.000Z,44.79636,-1.10994,4.32,N20,N
2026-07-20T02:04:00.000Z,44.79966,-1.10899,4.32,N20,N
2026-07-20T02:04:00.000Z,44.80225,-1.10314,0.79,N20,N
2026-07-20T02:04:00.000Z,44.80296,-1.10804,0.79,N20,N
2026-07-21T00:50:00.000Z,45.26548,-0.18192,13.06,N21,N
2026-07-21T00:50:00.000Z,45.2655,-0.17281,13.06,N21,N
2026-07-21T00:50:00.000Z,45.26614,-0.18575,22.91,N21,N
2026-07-21T00:50:00.000Z,45.2662,-0.17678,25.82,N21,N
2026-07-21T00:50:00.000Z,45.27232,-0.18167,13.06,N21,N
2026-07-21T00:50:00.000Z,45.27298,-0.18559,2.6,N21,N
2026-07-21T00:50:00.000Z,45.27305,-0.17657,2.64,N21,N
2026-07-21T01:26:00.000Z,45.26393,-0.18359,8.29,N,N
2026-07-21T01:26:00.000Z,45.26878,-0.17863,13.05,N,N
2026-07-21T01:26:00.000Z,45.26902,-0.18288,8.29,N,N
2026-07-21T01:43:00.000Z,45.26537,-0.1779,7.23,N20,N
2026-07-21T01:43:00.000Z,45.26599,-0.17763,9.1,N20,N
2026-07-21T01:43:00.000Z,45.26609,-0.18428,7.23,N20,N
2026-07-21T01:43:00.000Z,45.26668,-0.18402,8.14,N20,N
2026-07-21T01:43:00.000Z,45.2691,-0.17703,7.23,N20,N
2026-07-21T01:43:00.000Z,45.26971,-0.17676,9.1,N20,N
2026-07-21T01:43:00.000Z,45.26981,-0.18341,7.23,N20,N
2026-07-21T01:43:00.000Z,45.2704,-0.18314,8.14,N20,N
2026-07-21T01:43:00.000Z,45.27344,-0.17588,0.38,N20,N
2026-07-21T02:30:00.000Z,45.26512,-0.17699,1.86,N21,N
2026-07-21T02:30:00.000Z,45.26619,-0.18172,4.57,N21,N
2026-07-21T02:30:00.000Z,45.26899,-0.17529,7.93,N21,N
2026-07-21T02:30:00.000Z,45.27005,-0.18005,19.49,N21,N
2026-07-21T03:06:00.000Z,45.26543,-0.17939,3.87,N,N
2026-07-21T03:06:00.000Z,45.26674,-0.18392,3.87,N,N
2026-07-21T03:06:00.000Z,45.27052,-0.1766,9.47,N,N
2026-07-21T03:06:00.000Z,45.27183,-0.18114,9.47,N,N
2026-07-21T03:23:00.000Z,45.26544,-0.17978,2.52,N20,N
2026-07-21T03:23:00.000Z,45.26843,-0.18806,1.76,N20,N
2026-07-21T03:23:00.000Z,45.27178,-0.17557,3.38,N20,N
2026-07-21T12:14:00.000Z,44.529,0.13058,5.47,N21,D
2026-07-21T12:14:00.000Z,44.52919,0.12778,2.67,N21,D
2026-07-21T12:14:00.000Z,44.53324,0.12881,5.47,N21,D
2026-07-21T12:14:00.000Z,44.82342,-0.55596,6.21,N21,D
2026-07-21T12:14:00.000Z,44.82927,-0.68735,5.19,N21,D
2026-07-21T12:51:00.000Z,44.1908,0.13906,5.4,N,D
2026-07-21T12:51:00.000Z,44.19368,0.14041,11.19,N,D
2026-07-21T12:51:00.000Z,44.19416,0.13789,5.4,N,D
2026-07-21T12:51:00.000Z,44.82342,-0.68957,190.53,N,D
2026-07-21T12:51:00.000Z,44.82439,-0.68433,284.9,N,D
2026-07-21T13:10:00.000Z,44.19286,0.13889,1.41,N20,D
2026-07-21T13:10:00.000Z,44.82238,-0.69099,86.69,N20,D
2026-07-21T13:10:00.000Z,44.82305,-0.68567,41.14,N20,D
2026-07-21T13:10:00.000Z,44.82582,-0.69185,49.94,N20,D
2026-07-21T13:10:00.000Z,44.82649,-0.68652,58.03,N20,D
2026-07-21T13:55:00.000Z,44.40277,-0.29319,27.03,N21,D
2026-07-21T13:55:00.000Z,44.40287,-0.28641,25.37,N21,D
2026-07-21T13:55:00.000Z,44.40477,-0.29167,41.51,N21,D
2026-07-21T13:55:00.000Z,44.82613,-0.6906,23.18,N21,D
2026-07-21T13:55:00.000Z,44.82639,-0.68912,23.18,N21,D
2026-07-22T11:55:00.000Z,44.66666,-0.73529,6.04,N21,D
2026-07-22T11:55:00.000Z,44.66864,-0.73532,8.34,N21,D
2026-07-22T11:55:00.000Z,44.90122,-1.03395,38.87,N21,D
2026-07-22T11:55:00.000Z,44.90275,-1.02882,38.87,N21,D
2026-07-22T11:55:00.000Z,44.90429,-1.02367,27.16,N21,D
2026-07-22T12:32:00.000Z,44.89661,-1.02658,58.0,N,D
2026-07-22T12:32:00.000Z,44.89784,-1.02128,58.0,N,D
2026-07-22T12:32:00.000Z,44.89945,-1.03375,103.97,N,D
2026-07-22T12:32:00.000Z,44.90067,-1.02846,58.0,N,D
2026-07-22T12:32:00.000Z,44.9019,-1.02317,58.0,N,D
2026-07-22T12:49:00.000Z,44.89697,-1.03611,83.34,N20,D
2026-07-22T12:49:00.000Z,44.89782,-1.03115,126.53,N20,D
2026-07-22T12:49:00.000Z,44.89867,-1.02619,126.53,N20,D
2026-07-22T12:49:00.000Z,44.90112,-1.03227,48.27,N20,D
2026-07-22T12:49:00.000Z,44.90197,-1.02732,48.27,N20,D
2026-07-22T12:49:00.000Z,44.90282,-1.02237,19.33,N20,D
2026-07-22T13:36:00.000Z,44.8916,-1.0322,45.33,N21,D
2026-07-22T13:36:00.000Z,44.89204,-1.02492,45.33,N21,D
2026-07-22T13:36:00.000Z,44.89551,-1.04736,307.56,N21,D
2026-07-22T13:36:00.000Z,44.89595,-1.04007,307.56,N21,D
2026-07-22T13:36:00.000Z,44.89639,-1.03279,231.02,N21,D
2026-07-22T13:36:00.000Z,44.89684,-1.02553,231.02,N21,D
2026-07-22T13:36:00.000Z,44.90073,-1.04067,307.56,N21,D
2026-07-22T13:36:00.000Z,44.90118,-1.03339,231.02,N21,D
2026-07-22T13:36:00.000Z,44.90163,-1.02609,231.02,N21,D
2026-07-22T13:36:00.000Z,44.90207,-1.01881,16.63,N21,D
2026-07-22T13:36:00.000Z,44.90598,-1.03397,12.05,N21,D
2026-07-22T13:36:00.000Z,44.90642,-1.02669,12.05,N21,D
2026-07-22T14:12:00.000Z,44.88488,-1.04762,29.08,N,D
2026-07-22T14:12:00.000Z,44.88491,-1.03977,45.53,N,D
2026-07-22T14:12:00.000Z,44.88493,-1.03187,45.53,N,D
2026-07-22T14:12:00.000Z,44.88718,-1.04933,108.63,N,D
2026-07-22T14:12:00.000Z,44.88725,-1.04149,108.63,N,D
2026-07-22T14:12:00.000Z,44.88731,-1.03359,143.96,N,D
2026-07-22T14:12:00.000Z,44.88738,-1.0257,143.96,N,D
2026-07-22T14:12:00.000Z,44.88744,-1.01782,17.04,N,D
2026-07-22T14:12:00.000Z,44.89156,-1.03188,195.84,N,D
2026-07-22T14:12:00.000Z,44.89159,-1.02405,36.45,N,D
2026-07-22T14:12:00.000Z,44.89162,-1.01615,36.45,N,D
2026-07-22T14:12:00.000Z,44.8938,-1.0493,112.46,N,D
2026-07-22T14:12:00.000Z,44.89394,-1.03354,86.12,N,D
2026-07-22T14:12:00.000Z,44.89401,-1.0257,86.12,N,D
2026-07-22T14:12:00.000Z,44.89407,-1.01784,21.93,N,D
2026-07-22T14:12:00.000Z,44.89812,-1.04762,202.48,N,D
2026-07-22T14:12:00.000Z,44.89816,-1.03973,195.84,N,D
2026-07-22T14:12:00.000Z,44.89819,-1.03189,195.84,N,D
2026-07-22T14:12:00.000Z,44.89822,-1.02407,36.45,N,D
2026-07-22T14:12:00.000Z,44.9005,-1.04139,112.46,N,D
2026-07-22T14:12:00.000Z,44.90057,-1.03353,86.12,N,D
2026-07-22T14:12:00.000Z,44.90063,-1.02566,86.12,N,D
2026-07-22T14:12:00.000Z,44.90071,-1.01779,21.93,N,D
2026-07-22T14:12:00.000Z,44.90479,-1.03975,13.46,N,D
2026-07-22T14:12:00.000Z,44.90482,-1.0319,13.46,N,D
2026-07-22T14:12:00.000Z,44.90485,-1.02404,17.65,N,D
2026-07-22T15:14:00.000Z,44.86945,-1.06051,21.94,Aqua,D
2026-07-22T15:14:00.000Z,44.87111,-1.04663,52.84,Aqua,D
2026-07-22T15:14:00.000Z,44.87868,-1.06275,505.19,Aqua,D
2026-07-22T15:14:00.000Z,44.88036,-1.04885,1056.64,Aqua,D
2026-07-22T15:14:00.000Z,44.88203,-1.03494,305.88,Aqua,D
2026-07-22T15:14:00.000Z,44.8837,-1.02102,12.02,Aqua,D
2026-07-22T15:14:00.000Z,44.88792,-1.06498,69.59,Aqua,D
2026-07-22T15:14:00.000Z,44.8896,-1.05108,581.02,Aqua,D
2026-07-22T15:14:00.000Z,44.89128,-1.03717,389.84,Aqua,D
2026-07-22T15:14:00.000Z,44.89296,-1.02325,55.07,Aqua,D
2026-07-22T15:14:00.000Z,44.89885,-1.05331,37.14,Aqua,D
2026-07-22T15:14:00.000Z,44.90053,-1.03939,110.37,Aqua,D
2026-07-22T15:14:00.000Z,44.90221,-1.02548,18.98,Aqua,D
2026-07-22T15:14:00.000Z,45.24713,-0.25935,26.91,Aqua,D
2026-07-22T15:14:00.000Z,45.25674,-0.26149,14.79,Aqua,D
2026-07-22T19:57:00.000Z,44.85111,-1.0593,13.82,Terra,N
2026-07-22T19:57:00.000Z,44.85796,-1.08056,201.02,Terra,N
2026-07-22T19:57:00.000Z,44.86125,-1.06319,667.82,Terra,N
2026-07-22T19:57:00.000Z,44.86453,-1.04588,96.34,Terra,N
2026-07-22T19:57:00.000Z,44.86811,-1.08447,66.26,Terra,N
2026-07-22T19:57:00.000Z,44.8714,-1.0671,509.53,Terra,N
2026-07-22T19:57:00.000Z,44.87467,-1.04977,360.79,Terra,N
2026-07-22T19:57:00.000Z,44.87792,-1.03249,169.21,Terra,N
2026-07-22T19:57:00.000Z,44.88154,-1.071,98.37,Terra,N
2026-07-22T19:57:00.000Z,44.8848,-1.05367,135.65,Terra,N
2026-07-22T19:57:00.000Z,44.88805,-1.03638,168.24,Terra,N
2026-07-22T19:57:00.000Z,44.89044,-1.06216,46.53,Terra,N
2026-07-22T19:57:00.000Z,44.89129,-1.01911,59.42,Terra,N
2026-07-22T19:57:00.000Z,44.89376,-1.04491,91.88,Terra,N
2026-07-22T19:57:00.000Z,44.89494,-1.05757,80.37,Terra,N
2026-07-22T19:57:00.000Z,44.89709,-1.02766,88.19,Terra,N
2026-07-22T19:57:00.000Z,44.89817,-1.04028,69.9,Terra,N
2026-07-22T19:57:00.000Z,44.90141,-1.02299,50.69,Terra,N
2026-07-22T19:57:00.000Z,44.90389,-1.04879,13.34,Terra,N
2026-07-22T19:57:00.000Z,44.9072,-1.03155,9.47,Terra,N
2026-07-23T01:05:00.000Z,44.81498,-1.12425,0.84,N20,N
2026-07-23T01:05:00.000Z,44.81509,-1.13093,1.07,N20,N
2026-07-23T01:05:00.000Z,44.8152,-1.13766,1.07,N20,N
2026-07-23T01:05:00.000Z,44.81531,-1.14439,1.48,N20,N
2026-07-23T01:05:00.000Z,44.81541,-1.15109,1.48,N20,N
2026-07-23T01:05:00.000Z,44.81553,-1.15774,2.36,N20,N
2026-07-23T01:05:00.000Z,44.8157,-1.1116,1.5,N20,N
2026-07-23T01:05:00.000Z,44.81584,-1.11834,1.5,N20,N
2026-07-23T01:05:00.000Z,44.81599,-1.12503,6.04,N20,N
2026-07-23T01:05:00.000Z,44.81613,-1.13171,6.04,N20,N
2026-07-23T01:05:00.000Z,44.81627,-1.13843,34.56,N20,N
2026-07-23T01:05:00.000Z,44.81642,-1.14514,34.56,N20,N
2026-07-23T01:05:00.000Z,44.81656,-1.15184,10.37,N20,N
2026-07-23T01:05:00.000Z,44.81671,-1.15849,10.37,N20,N
2026-07-23T01:05:00.000Z,44.81684,-1.16513,1.88,N20,N
2026-07-23T01:05:00.000Z,44.82071,-1.09712,1.45,N20,N
2026-07-23T01:05:00.000Z,44.82082,-1.10377,3.39,N20,N
2026-07-23T01:05:00.000Z,44.82093,-1.11047,3.39,N20,N
2026-07-23T01:05:00.000Z,44.82105,-1.1172,15.22,N20,N
2026-07-23T01:05:00.000Z,44.82116,-1.12393,15.22,N20,N
2026-07-23T01:05:00.000Z,44.82127,-1.13059,48.46,N20,N
2026-07-23T01:05:00.000Z,44.82138,-1.13732,48.46,N20,N
2026-07-23T01:05:00.000Z,44.82143,-1.09128,0.67,N20,N
2026-07-23T01:05:00.000Z,44.82149,-1.14403,43.72,N20,N
2026-07-23T01:05:00.000Z,44.82158,-1.09795,1.11,N20,N
2026-07-23T01:05:00.000Z,44.8216,-1.15074,43.72,N20,N
2026-07-23T01:05:00.000Z,44.82171,-1.15742,4.21,N20,N
2026-07-23T01:05:00.000Z,44.82172,-1.10461,1.11,N20,N
2026-07-23T01:05:00.000Z,44.82182,-1.1641,4.21,N20,N
2026-07-23T01:05:00.000Z,44.82187,-1.1113,1.5,N20,N
2026-07-23T01:05:00.000Z,44.82193,-1.17078,1.08,N20,N
2026-07-23T01:05:00.000Z,44.82202,-1.11802,1.5,N20,N
2026-07-23T01:05:00.000Z,44.82204,-1.1775,1.08,N20,N
2026-07-23T01:05:00.000Z,44.82217,-1.12474,6.04,N20,N
2026-07-23T01:05:00.000Z,44.82231,-1.13142,6.04,N20,N
2026-07-23T01:05:00.000Z,44.82246,-1.13812,34.56,N20,N
2026-07-23T01:05:00.000Z,44.8226,-1.14482,34.56,N20,N
2026-07-23T01:05:00.000Z,44.82274,-1.15151,10.37,N20,N
2026-07-23T01:05:00.000Z,44.82289,-1.1582,10.37,N20,N
2026-07-23T01:05:00.000Z,44.82304,-1.16487,1.88,N20,N
2026-07-23T01:05:00.000Z,44.82318,-1.17154,1.88,N20,N
2026-07-23T01:05:00.000Z,44.82665,-1.08349,0.99,N20,N
2026-07-23T01:05:00.000Z,44.82676,-1.09014,1.45,N20,N
2026-07-23T01:05:00.000Z,44.82688,-1.09681,1.45,N20,N
2026-07-23T01:05:00.000Z,44.82699,-1.10347,3.39,N20,N
2026-07-23T01:05:00.000Z,44.82711,-1.11016,3.39,N20,N
2026-07-23T01:05:00.000Z,44.82722,-1.11686,15.22,N20,N
2026-07-23T01:05:00.000Z,44.8273,-1.07775,0.66,N20,N
2026-07-23T01:05:00.000Z,44.82734,-1.12358,15.22,N20,N
2026-07-23T01:05:00.000Z,44.82745,-1.13031,48.46,N20,N
2026-07-23T01:05:00.000Z,44.82745,-1.08437,1.62,N20,N
2026-07-23T01:05:00.000Z,44.82756,-1.13702,48.46,N20,N
2026-07-23T01:05:00.000Z,44.8276,-1.09102,1.62,N20,N
2026-07-23T01:05:00.000Z,44.82767,-1.1437,43.72,N20,N
2026-07-23T01:05:00.000Z,44.82775,-1.09767,12.06,N20,N
2026-07-23T01:05:00.000Z,44.82779,-1.15039,43.72,N20,N
2026-07-23T01:05:00.000Z,44.82789,-1.10434,12.06,N20,N
2026-07-23T01:05:00.000Z,44.8279,-1.15706,4.21,N20,N
2026-07-23T01:05:00.000Z,44.82801,-1.16372,4.21,N20,N
2026-07-23T01:05:00.000Z,44.82804,-1.11102,61.34,N20,N
2026-07-23T01:05:00.000Z,44.82812,-1.17038,1.08,N20,N
2026-07-23T01:05:00.000Z,44.82819,-1.1177,61.34,N20,N
2026-07-23T01:05:00.000Z,44.82823,-1.17706,1.08,N20,N
2026-07-23T01:05:00.000Z,44.82834,-1.12442,76.43,N20,N
2026-07-23T01:05:00.000Z,44.82849,-1.13115,76.43,N20,N
2026-07-23T01:05:00.000Z,44.82864,-1.13785,40.49,N20,N
2026-07-23T01:05:00.000Z,44.82878,-1.14451,40.49,N20,N
2026-07-23T01:05:00.000Z,44.82893,-1.1512,5.18,N20,N
2026-07-23T01:05:00.000Z,44.82907,-1.15786,5.18,N20,N
2026-07-23T01:05:00.000Z,44.82922,-1.16447,2.73,N20,N
2026-07-23T01:05:00.000Z,44.82936,-1.17115,2.73,N20,N
2026-07-23T01:05:00.000Z,44.8327,-1.07655,3.09,N20,N
2026-07-23T01:05:00.000Z,44.83282,-1.08319,3.09,N20,N
2026-07-23T01:05:00.000Z,44.83293,-1.08983,12.37,N20,N
2026-07-23T01:05:00.000Z,44.83305,-1.09651,12.37,N20,N
2026-07-23T01:05:00.000Z,44.83317,-1.10317,43.22,N20,N
2026-07-23T01:05:00.000Z,44.83328,-1.10984,43.22,N20,N
2026-07-23T01:05:00.000Z,44.83331,-1.0708,0.66,N20,N
2026-07-23T01:05:00.000Z,44.8334,-1.11653,71.2,N20,N
2026-07-23T01:05:00.000Z,44.83347,-1.07746,0.66,N20,N
2026-07-23T01:05:00.000Z,44.83352,-1.12328,71.2,N20,N
2026-07-23T01:05:00.000Z,44.83361,-1.0841,1.62,N20,N
2026-07-23T01:05:00.000Z,44.83363,-1.13002,39.34,N20,N
2026-07-23T01:05:00.000Z,44.83375,-1.13674,39.34,N20,N
2026-07-23T01:05:00.000Z,44.83376,-1.09074,1.62,N20,N
2026-07-23T01:05:00.000Z,44.83386,-1.14343,5.05,N20,N
2026-07-23T01:05:00.000Z,44.83392,-1.0974,12.06,N20,N
2026-07-23T01:05:00.000Z,44.83398,-1.15009,5.05,N20,N
2026-07-23T01:05:00.000Z,44.83406,-1.10406,12.06,N20,N
2026-07-23T01:05:00.000Z,44.83409,-1.15664,2.38,N20,N
2026-07-23T01:05:00.000Z,44.8342,-1.16321,2.38,N20,N
2026-07-23T01:05:00.000Z,44.83422,-1.11073,61.34,N20,N
2026-07-23T01:05:00.000Z,44.83437,-1.11741,61.34,N20,N
2026-07-23T01:05:00.000Z,44.83452,-1.12416,76.43,N20,N
2026-07-23T01:05:00.000Z,44.83467,-1.13088,76.43,N20,N
2026-07-23T01:05:00.000Z,44.83482,-1.13759,40.49,N20,N
2026-07-23T01:05:00.000Z,44.83497,-1.1443,40.49,N20,N
2026-07-23T01:05:00.000Z,44.83511,-1.1509,5.18,N20,N
2026-07-23T01:05:00.000Z,44.83526,-1.15745,5.18,N20,N
2026-07-23T01:05:00.000Z,44.83862,-1.06291,1.13,N20,N
2026-07-23T01:05:00.000Z,44.83875,-1.06959,1.13,N20,N
2026-07-23T01:05:00.000Z,44.83886,-1.07625,3.09,N20,N
2026-07-23T01:05:00.000Z,44.83898,-1.08289,3.09,N20,N
2026-07-23T01:05:00.000Z,44.8391,-1.08953,12.37,N20,N
2026-07-23T01:05:00.000Z,44.83922,-1.09621,12.37,N20,N
2026-07-23T01:05:00.000Z,44.83934,-1.10289,43.22,N20,N
2026-07-23T01:05:00.000Z,44.83946,-1.10953,43.22,N20,N
2026-07-23T01:05:00.000Z,44.83958,-1.11624,71.2,N20,N
2026-07-23T01:05:00.000Z,44.83969,-1.12296,71.2,N20,N
2026-07-23T01:05:00.000Z,44.83981,-1.12969,39.34,N20,N
2026-07-23T01:05:00.000Z,44.83993,-1.13641,39.34,N20,N
2026-07-23T01:05:00.000Z,44.84005,-1.14312,5.05,N20,N
2026-07-23T01:05:00.000Z,44.84016,-1.14977,5.05,N20,N
2026-07-23T01:05:00.000Z,44.84466,-1.05598,0.75,N20,N
2026-07-23T01:05:00.000Z,44.84479,-1.06263,3.31,N20,N
2026-07-23T01:05:00.000Z,44.84491,-1.06928,3.31,N20,N
2026-07-23T01:05:00.000Z,44.84503,-1.07594,27.88,N20,N
2026-07-23T01:05:00.000Z,44.84515,-1.0826,27.88,N20,N
2026-07-23T01:05:00.000Z,44.84527,-1.08925,34.6,N20,N
2026-07-23T01:05:00.000Z,44.84539,-1.09592,34.6,N20,N
2026-07-23T01:05:00.000Z,44.84551,-1.1026,18.25,N20,N
2026-07-23T01:05:00.000Z,44.84563,-1.10929,18.25,N20,N
2026-07-23T01:05:00.000Z,44.84576,-1.11595,5.91,N20,N
2026-07-23T01:05:00.000Z,44.84587,-1.12265,5.91,N20,N
2026-07-23T01:05:00.000Z,44.84599,-1.12936,2.37,N20,N
2026-07-23T01:05:00.000Z,44.84611,-1.13606,2.37,N20,N
2026-07-23T01:05:00.000Z,44.8507,-1.04899,0.75,N20,N
2026-07-23T01:05:00.000Z,44.85082,-1.05565,0.75,N20,N
2026-07-23T01:05:00.000Z,44.85094,-1.06229,3.31,N20,N
2026-07-23T01:05:00.000Z,44.85107,-1.06897,3.31,N20,N
2026-07-23T01:05:00.000Z,44.8512,-1.07563,27.88,N20,N
2026-07-23T01:05:00.000Z,44.85132,-1.08229,27.88,N20,N
2026-07-23T01:05:00.000Z,44.85144,-1.08895,34.6,N20,N
2026-07-23T01:05:00.000Z,44.85156,-1.09561,34.6,N20,N
2026-07-23T01:05:00.000Z,44.85169,-1.10231,18.25,N20,N
2026-07-23T01:05:00.000Z,44.85181,-1.10899,18.25,N20,N
2026-07-23T01:05:00.000Z,44.85193,-1.11565,5.91,N20,N
2026-07-23T01:05:00.000Z,44.85205,-1.12234,5.91,N20,N
2026-07-23T01:05:00.000Z,44.85673,-1.04211,2.34,N20,N
2026-07-23T01:05:00.000Z,44.85686,-1.04871,12.51,N20,N
2026-07-23T01:05:00.000Z,44.85698,-1.05535,12.51,N20,N
2026-07-23T01:05:00.000Z,44.85711,-1.062,14.87,N20,N
2026-07-23T01:05:00.000Z,44.85723,-1.06865,14.87,N20,N
2026-07-23T01:05:00.000Z,44.85736,-1.07531,13.84,N20,N
2026-07-23T01:05:00.000Z,44.85749,-1.08196,13.84,N20,N
2026-07-23T01:05:00.000Z,44.85761,-1.08863,16.27,N20,N
2026-07-23T01:05:00.000Z,44.85773,-1.09528,16.27,N20,N
2026-07-23T01:05:00.000Z,44.85786,-1.10198,6.26,N20,N
2026-07-23T01:05:00.000Z,44.85799,-1.10867,6.26,N20,N
2026-07-23T01:05:00.000Z,44.85811,-1.11535,3.42,N20,N
2026-07-23T01:05:00.000Z,44.86276,-1.0352,2.34,N20,N
2026-07-23T01:05:00.000Z,44.86289,-1.04182,2.34,N20,N
2026-07-23T01:05:00.000Z,44.86302,-1.04844,12.51,N20,N
2026-07-23T01:05:00.000Z,44.86314,-1.05507,12.51,N20,N
2026-07-23T01:05:00.000Z,44.86327,-1.0617,14.87,N20,N
2026-07-23T01:05:00.000Z,44.8634,-1.06834,14.87,N20,N
2026-07-23T01:05:00.000Z,44.86353,-1.07498,13.84,N20,N
2026-07-23T01:05:00.000Z,44.86366,-1.08164,13.84,N20,N
2026-07-23T01:05:00.000Z,44.86378,-1.08832,16.27,N20,N
2026-07-23T01:05:00.000Z,44.86391,-1.09498,16.27,N20,N
2026-07-23T01:05:00.000Z,44.86404,-1.10163,6.26,N20,N
2026-07-23T01:05:00.000Z,44.86416,-1.10833,6.26,N20,N
2026-07-23T01:05:00.000Z,44.86891,-1.0349,2.91,N20,N
2026-07-23T01:05:00.000Z,44.86904,-1.0415,2.91,N20,N
2026-07-23T01:05:00.000Z,44.86917,-1.04813,5.56,N20,N
2026-07-23T01:05:00.000Z,44.8693,-1.05477,5.56,N20,N
2026-07-23T01:05:00.000Z,44.86943,-1.06141,6.41,N20,N
2026-07-23T01:05:00.000Z,44.86956,-1.06805,6.41,N20,N
2026-07-23T01:05:00.000Z,44.86969,-1.07469,10.83,N20,N
2026-07-23T01:05:00.000Z,44.86982,-1.08138,10.83,N20,N
2026-07-23T01:05:00.000Z,44.86995,-1.08809,4.01,N20,N
2026-07-23T01:05:00.000Z,44.87008,-1.09471,4.01,N20,N
2026-07-23T01:05:00.000Z,44.87507,-1.03464,2.91,N20,N
2026-07-23T01:05:00.000Z,44.8752,-1.04126,2.91,N20,N
2026-07-23T01:05:00.000Z,44.87533,-1.04788,5.56,N20,N
2026-07-23T01:05:00.000Z,44.87546,-1.05446,5.56,N20,N
2026-07-23T01:05:00.000Z,44.8756,-1.06112,6.41,N20,N
2026-07-23T01:05:00.000Z,44.87573,-1.06776,6.41,N20,N
2026-07-23T01:05:00.000Z,44.87586,-1.07443,10.83,N20,N
2026-07-23T01:05:00.000Z,44.87599,-1.08111,10.83,N20,N
2026-07-23T01:05:00.000Z,44.87612,-1.08779,4.01,N20,N
2026-07-23T01:05:00.000Z,44.88095,-1.02114,5.8,N20,N
2026-07-23T01:05:00.000Z,44.88109,-1.02777,5.8,N20,N
2026-07-23T01:05:00.000Z,44.88123,-1.03437,5.08,N20,N
2026-07-23T01:05:00.000Z,44.88136,-1.04099,5.08,N20,N
2026-07-23T01:05:00.000Z,44.88149,-1.04761,1.59,N20,N
2026-07-23T01:05:00.000Z,44.88162,-1.05419,1.59,N20,N
2026-07-23T01:05:00.000Z,44.88176,-1.06082,4.25,N20,N
2026-07-23T01:05:00.000Z,44.88189,-1.06746,4.25,N20,N
2026-07-23T01:05:00.000Z,44.88202,-1.0741,6.2,N20,N
2026-07-23T01:05:00.000Z,44.88216,-1.08078,6.2,N20,N
2026-07-23T01:05:00.000Z,44.88724,-1.02746,5.8,N20,N
2026-07-23T01:05:00.000Z,44.88738,-1.03405,5.08,N20,N
2026-07-23T01:05:00.000Z,44.88752,-1.04067,5.08,N20,N
2026-07-23T01:05:00.000Z,44.88765,-1.04731,1.59,N20,N
2026-07-23T01:05:00.000Z,44.88778,-1.05395,1.59,N20,N
2026-07-23T01:05:00.000Z,44.88792,-1.06055,4.25,N20,N
2026-07-23T01:05:00.000Z,44.89326,-1.02047,2.03,N20,N
2026-07-23T01:05:00.000Z,44.89339,-1.02714,2.03,N20,N
2026-07-23T01:05:00.000Z,44.89354,-1.03379,1.57,N20,N
2026-07-23T01:05:00.000Z,44.89367,-1.04043,1.57,N20,N
2026-07-23T01:05:00.000Z,44.89381,-1.04705,2.4,N20,N
2026-07-23T01:05:00.000Z,44.89394,-1.05362,2.4,N20,N
2026-07-23T01:05:00.000Z,44.89863,-1.01809,1.96,N20,N
2026-07-23T01:05:00.000Z,44.89874,-1.02473,1.96,N20,N
2026-07-23T01:05:00.000Z,44.89884,-1.03139,1.23,N20,N
2026-07-23T01:05:00.000Z,44.89895,-1.03805,1.23,N20,N
2026-07-23T01:05:00.000Z,44.89906,-1.04468,2.45,N20,N
2026-07-23T01:05:00.000Z,44.89916,-1.05129,2.45,N20,N
2026-07-23T01:05:00.000Z,44.89941,-1.0202,2.03,N20,N
2026-07-23T01:05:00.000Z,44.89955,-1.02685,2.03,N20,N
2026-07-23T01:05:00.000Z,44.89969,-1.0335,1.57,N20,N
2026-07-23T01:05:00.000Z,44.89983,-1.04013,1.57,N20,N
2026-07-23T01:05:00.000Z,44.89997,-1.04675,2.4,N20,N
2026-07-23T01:05:00.000Z,44.9001,-1.05335,2.4,N20,N
2026-07-23T01:05:00.000Z,44.90499,-1.03109,1.23,N20,N
2026-07-23T01:05:00.000Z,44.9051,-1.03773,1.23,N20,N
2026-07-23T01:05:00.000Z,44.90521,-1.04436,2.45,N20,N
2026-07-23T01:05:00.000Z,44.90584,-1.03321,1.06,N20,N
2026-07-23T01:05:00.000Z,44.90599,-1.03985,1.06,N20,N
2026-07-23T01:05:00.000Z,44.90613,-1.04648,1.77,N20,N
2026-07-23T01:05:00.000Z,45.3995,-0.15824,0.69,N20,N
2026-07-23T01:52:00.000Z,44.81363,-1.13913,1.77,N21,N
2026-07-23T01:52:00.000Z,44.8143,-1.14443,15.84,N21,N
2026-07-23T01:52:00.000Z,44.81498,-1.14972,15.84,N21,N
2026-07-23T01:52:00.000Z,44.81565,-1.15502,1.01,N21,N
2026-07-23T01:52:00.000Z,44.81639,-1.13297,1.77,N21,N
2026-07-23T01:52:00.000Z,44.81706,-1.13827,1.77,N21,N
2026-07-23T01:52:00.000Z,44.81773,-1.14356,15.84,N21,N
2026-07-23T01:52:00.000Z,44.81841,-1.14886,15.84,N21,N
